text,label,label_text
 good morning to you hope you have a nice productive day,2,positive
 youre not the only one surprised that freetds and utf dont just work but youll get it right eventually,2,positive
is now going to see his very ill uncle on saturday and spend the night at his house as even more bad news has come up,0,negative
okay i feel really sick now,0,negative
still awake cant fall asleep im not one bit sleepy,0,negative
its a beautifulalbeit windy at times night in so no,2,positive
_handz_ well you know those kind of guys are just idiots,0,negative
crappy music on the radio,0,negative
 cheers mate still getting over wednesday  you ok you should be you are an incredibly wealthy man,2,positive
 im hella pushin for ithow was tha graduationsorry i couldnt smash thru,0,negative
_raven oh im skeptical too i just think its the best thing he could have said under the circumstances,2,positive
rcb trashes mumbai indians  i feel bad for mumbai indians they just didnt know what hit him,0,negative
 it was ok cute  times,2,positive
 yes haha and then when he impaled himself with the crossed keys  love scottishtryingtobeirish ewan mcgregor,2,positive
 music is always there when noone else understands  i agree its very important a single song can change your whole day,2,positive
_nexus he has to have a new suitcase but he is just so bloody indecicive everytime he wants to buy something it takes hours,0,negative
i have to say i find it very hard selling on etsy sometimes discouraging,0,negative
 yup us too spending time with mom sis and aunt  have a great mothers day,2,positive
 ahhhlilys new kitten just took a giant wet stinky  on me,0,negative
sooo im  n im just now findin out i have asthma,0,negative
i think i would be a good radio dji like awesome music and i have a great personality      ,2,positive
 i cant my heart aches for her children  i wanna adopt alexis,0,negative
yay were gonna leave earlier  cant wait to get back to hawthorne,2,positive
cant tell you how thrilled i am to have just had a nosebleed  first time in ages  overjoyed doesnt cover it  urgh,0,negative
oh noes  macbook hard disk has just died,0,negative
well i effed the iphone  it was nice knowing you,2,positive
is sick staying home because thats what levy said to do,0,negative
 thanks for sympathy it wasnt too bad until about an hour ago when i started thinking of the appointment tomorrow,2,positive
discovered cause of a bug in the new netplayer  build publishing bug fix now hopefully new beta by tomorrow,2,positive
 sus ate i was so upset i wasnt informed at all turns out they told sarms and they expected her to tell me huff,0,negative
oh great tampa people  anybody in the area know someone who works for the jain society of tampa bay none of their phone s work,0,negative
sometimes after a long weekend you just need good conversation thanks bro,2,positive
my breath is weezy  no more going to knotts when youve been sick all week,0,negative
 not the best way to start your day,2,positive
 im afraid im def a product of the nri karan johar generation ive been watching a lot of classics this semester,0,negative
 sorry to hear,0,negative
_crazyangel oh noooo did he not get through,0,negative
i can be a good girl at school today i was i did it yayy,2,positive
love  love him  httpbitlychlav    that tease of your baby  the end boooooo still luv tho,2,positive
 tweeets     fgs tweekdeckkk hates me  cryyyy,0,negative
 that is so lovely,2,positive
cont that right their is why fake btches shouldnt mess with real ones ahhh i love it real btches excite me,2,positive
 awww sowy shortie,0,negative
didnt realize animal kingdom closes so early at  today now im stick in the exit traffic,0,negative
 like drew said give tc a chance we will miss thomas  but have to move on so watch this httpbitlyrrfc,0,negative
dang it i really look like  sigh only had mins to shower and mins to get ready,0,negative
today was better my panda can eally cheer me up i dont know i am happy like the legit happy,2,positive
 thanks  this one will be a hit  has been a patron since ,2,positive
finally got the bike i wanted,2,positive
jamies free views dead,0,negative
 coooooooool dooooooooown patience is virtue,2,positive
 soon i hope really need to finish the cloning project so i can get more done,2,positive
 rest is important but like everything else dont over do it,2,positive
cant sleep people keep textin me,0,negative
is gonna go yogaing with a jumbo cup of coffee thinking about it is making her very happy,2,positive
 i wish yallunfortunately i wont be able to make itgotta work my nd gig today,0,negative
i hate it when trevor drives,0,negative
the fact my room is so hot is making me feel sick,0,negative
i feel really bad for female racoons with abusive racoon husbands when you always have black eyes no one can help,0,negative
reaons not worth it drunk for no reason depressed about revision nothing happened reasons worth itmatt after that i dunno,0,negative
looks like it got cloudy again outside and i have nothing to do tonight boo friday,0,negative
 that sucks im going to be doing summer school  need to catch up on several units,0,negative
 im currently into emarosa their new album is the shiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiit haha,0,negative
 thanx  thee follow,2,positive
 that sounds cool post video,2,positive
 thanks  im a fabric addict lately  ive bought soooo much,2,positive
 seems like a win win situation,2,positive
the eagles make saturday nights so much better,2,positive
 hey sorry i didnt get in touch sooner we didnt go by bologna it was out of our way,0,negative
 lol thanks  i do like to be on top im going to enjoy this how long can i be up there,2,positive
niqhty niqht niqht  all toqether great day    ily yall ,2,positive
 aww tessy wanna hug,2,positive
httptwitpiccomvr  wanted to visit the animals but we were too late,0,negative
anyone else having a problem accessing their account info on the istore  i cant buy music and cant look at my account,0,negative
 pffffffffff its not a  triumph cuz u gone napping  lmao,0,negative
im sick and sad  missing out on martini lounge tonight,0,negative
sitting at work waiting for this day to be over with it is always fridays that take forever wish the weekend would get here already,2,positive
 not all of them  youll be missing mine and everybody elses on the east coast,0,negative
such lovely weather i wanna go out,2,positive
is starving  has a chem quiz due at noon,0,negative
i really  should have gone to the chiropractor this week   and today  my neck hurts so bad,0,negative
 no i like be able to say it and it be the truth instead of some magical mystery tour i get led on,2,positive
thank you for the advice   ill work on that when im not at work,2,positive
